,ArrM1,ArrM2,ArrM3,ArrAvg,ArrStd,ArrCv,ArrSkewness,SrvM1,SrvM2,SrvM3,SrvAvg,SrvStd,SrvCv,SrvSkewness,Rho,NetSize,Capacity,NumPackets,DelayAvg,DelayStd,DeliveryProb
0,3.4561447114865143,98.50446135434503,35027.05420378172,3.4561447114865143,9.30373715705731,2.691940857145331,42.32849647912451,0.34561447114865146,0.2913018328375868,0.6553482257123308,0.34561447114865146,0.4145509259068478,1.1994605565244003,6.118345064955657,0.1,1.0,10.0,100000.0,0.39528363746497885,0.5046467560013231,1.0
1,3.4561447114865143,98.50446135434503,56748.15091685726,3.4561447114865143,9.30373715705731,2.691940857145331,69.3002667401084,0.34561447114865146,0.2913018328375868,2.665019311988499,0.34561447114865146,0.4145509259068478,1.1994605565244003,34.32758051935586,0.1,2.0,10.0,100000.0,0.7849156412637538,0.8609329762513853,0.999889997799956
2,3.4561447114865143,98.50446135434503,43494.095544988944,3.4561447114865143,9.30373715705731,2.691940857145331,52.84228852480057,0.34561447114865146,0.2913018328375868,6.380813108138719,0.34561447114865146,0.4145509259068478,1.1994605565244003,86.48522104640719,0.1,3.0,10.0,100000.0,1.1740248722724944,1.1250760163639688,0.999709994199884
3,3.4561447114865143,98.50446135434503,30951.8295590683,3.4561447114865143,9.30373715705731,2.691940857145331,37.26816161983799,0.34561447114865146,0.2913018328375868,1.6898069100365625,0.34561447114865146,0.4145509259068478,1.1994605565244003,20.638775195650798,0.1,4.0,10.0,100000.0,1.5812628867620593,1.0571096803728592,0.999969999699997
4,3.4561447114865143,98.50446135434503,65772.19586740737,3.4561447114865143,9.30373715705731,2.691940857145331,80.5057077197304,0.34561447114865146,0.2913018328375868,4.441743016247591,0.34561447114865146,0.4145509259068478,1.1994605565244003,59.26699356715415,0.1,5.0,10.0,100000.0,1.9257703505262398,0.9257307429396809,0.999969999699997
5,3.4561447114865143,98.50446135434503,49352.13946311766,3.4561447114865143,9.30373715705731,2.691940857145331,60.11640625585458,0.34561447114865146,0.2913018328375868,2.721035231602797,0.34561447114865146,0.4145509259068478,1.1994605565244003,35.1138615562804,0.1,6.0,10.0,100000.0,2.3773612564620135,1.7791691226269106,0.999369981099433
6,3.4561447114865143,98.50446135434503,77201.18788366296,3.4561447114865143,9.30373715705731,2.691940857145331,94.69744725521619,0.34561447114865146,0.2913018328375868,4.663821419493956,0.34561447114865146,0.4145509259068478,1.1994605565244003,62.38425091801851,0.1,7.0,10.0,100000.0,2.7226013391102106,1.3818746867513616,0.999689987599504
7,3.4561447114865143,98.50446135434503,36745.508523225486,3.4561447114865143,9.30373715705731,2.691940857145331,44.46235535928553,0.34561447114865146,0.2913018328375868,6.9770689445845635,0.34561447114865146,0.4145509259068478,1.1994605565244003,94.85471065902222,0.1,8.0,10.0,100000.0,3.1275047645309613,1.7038050485802991,0.999519995199952
8,3.4561447114865143,98.50446135434503,48083.18409891306,3.4561447114865143,9.30373715705731,2.691940857145331,58.5407043929663,0.34561447114865146,0.2913018328375868,2.9400757752896567,0.34561447114865146,0.4145509259068478,1.1994605565244003,38.18847725489793,0.1,9.0,10.0,100000.0,3.5091104316941903,1.5817517288701795,0.999819998199982
9,3.4561447114865143,98.50446135434503,58912.45250754149,3.4561447114865143,9.30373715705731,2.691940857145331,71.9877482264496,0.34561447114865146,0.2913018328375868,6.5488320207265875,0.34561447114865146,0.4145509259068478,1.1994605565244003,88.84365924972825,0.1,10.0,10.0,100000.0,3.899428115444306,2.659740827362927,0.99909997299919
10,3.4561447114865143,98.50446135434503,53171.599036708496,3.4561447114865143,9.30373715705731,2.691940857145331,64.85914956669272,0.34561447114865146,0.2913018328375868,3.2420296683978185,0.34561447114865146,0.4145509259068478,1.1994605565244003,42.4269262853033,0.1,11.0,10.0,100000.0,4.343191466543852,2.7090214122878202,0.998319966399328
11,3.4561447114865143,98.50446135434503,50413.394557588734,3.4561447114865143,9.30373715705731,2.691940857145331,61.43420014879101,0.34561447114865146,0.2913018328375868,1.0363742652036816,0.34561447114865146,0.4145509259068478,1.1994605565244003,11.46670944939108,0.1,12.0,10.0,100000.0,4.7668487806290845,1.9196559023692106,0.999939998799976
12,3.4561447114865143,98.50446135434503,28062.75839212203,3.4561447114865143,9.30373715705731,2.691940857145331,33.68071091180815,0.34561447114865146,0.2913018328375868,3.8563066143126905,0.34561447114865146,0.4145509259068478,1.1994605565244003,51.04937357026227,0.1,13.0,10.0,100000.0,5.118936894761895,2.364809583451456,0.9989499684990549
13,3.4561447114865143,98.50446135434503,40439.24566066248,3.4561447114865143,9.30373715705731,2.691940857145331,49.04898515940249,0.34561447114865146,0.2913018328375868,2.2696489436061276,0.34561447114865146,0.4145509259068478,1.1994605565244003,28.7778684846082,0.1,14.0,10.0,100000.0,5.561167941477739,2.441894728282267,0.9991699584979249
14,3.4561447114865143,98.50446135434503,41904.3678151194,3.4561447114865143,9.30373715705731,2.691940857145331,50.86827350732931,0.34561447114865146,0.2913018328375868,5.114168902950531,0.34561447114865146,0.4145509259068478,1.1994605565244003,68.70566255790183,0.1,15.0,10.0,100000.0,5.833948147635055,2.1092346556488475,0.99929999299993
15,3.4561447114865143,98.50446135434503,28928.132418722333,3.4561447114865143,9.30373715705731,2.691940857145331,34.75527311019086,0.34561447114865146,0.2913018328375868,7.1142659845137874,0.34561447114865146,0.4145509259068478,1.1994605565244003,96.78051017389785,0.1,16.0,10.0,100000.0,6.266770864145761,3.544740834922654,0.998369967399348
16,3.4561447114865143,98.50446135434503,12909.164074263848,3.4561447114865143,9.30373715705731,2.691940857145331,14.86401532924195,0.34561447114865146,0.2913018328375868,6.924972249294579,0.34561447114865146,0.4145509259068478,1.1994605565244003,94.12344276455575,0.1,17.0,10.0,100000.0,6.864207532020728,4.799806669599775,0.9964998599943998
17,3.4561447114865143,98.50446135434503,69680.68740971287,3.4561447114865143,9.30373715705731,2.691940857145331,85.3590048316853,0.34561447114865146,0.2913018328375868,7.074761913094332,0.34561447114865146,0.4145509259068478,1.1994605565244003,96.2260016975164,0.1,18.0,10.0,100000.0,7.034207659489809,3.4036031564794995,0.9983799027941677
18,3.4561447114865143,98.50446135434503,69648.2223917627,3.4561447114865143,9.30373715705731,2.691940857145331,85.31869199586316,0.34561447114865146,0.2913018328375868,3.383434292584755,0.34561447114865146,0.4145509259068478,1.1994605565244003,44.41178657675604,0.1,19.0,10.0,100000.0,7.466613928400244,3.0388841778554716,0.9986299588987669
19,3.4561447114865143,98.50446135434503,46390.19984310275,3.4561447114865143,9.30373715705731,2.691940857145331,56.43847249342826,0.34561447114865146,0.2913018328375868,4.23881337720734,0.34561447114865146,0.4145509259068478,1.1994605565244003,56.41852248775474,0.1,20.0,10.0,100000.0,7.898252114049596,3.3475592687678297,0.9975699513990279
20,3.4561447114865143,98.50446135434503,37300.226982018,3.4561447114865143,9.30373715705731,2.691940857145331,45.151166749783705,0.5184217067229772,0.6554291238845702,13.900071653221733,0.5184217067229772,0.6218263888602715,1.1994605565244,54.73027254609664,0.15,1.0,10.0,100000.0,0.6244879831560965,0.7893886898923472,0.999939999399994
21,3.4561447114865143,98.50446135434503,15479.50782406278,3.4561447114865143,9.30373715705731,2.691940857145331,18.055692159703266,0.5184217067229772,0.6554291238845702,20.60899810731927,0.5184217067229772,0.6218263888602715,1.1994605565244,82.63293114638131,0.15,2.0,10.0,100000.0,1.2929825755482984,1.8202150588802073,0.999569995699957
22,3.4561447114865143,98.50446135434503,59840.477701903204,3.4561447114865143,9.30373715705731,2.691940857145331,73.14010635409704,0.5184217067229772,0.6554291238845702,2.975530547449927,0.5184217067229772,0.6218263888602715,1.1994605565244,9.294725901677337,0.15,3.0,10.0,100000.0,1.8974584243236132,1.455128527884728,0.99989999899999
23,3.4561447114865143,98.50446135434503,63988.198656398796,3.4561447114865143,9.30373715705731,2.691940857145331,78.29046216573433,0.5184217067229772,0.6554291238845702,22.72510661141927,0.5184217067229772,0.6218263888602715,1.1994605565244,91.43390005773361,0.15,4.0,10.0,100000.0,2.54712593434759,5.731915707774522,0.997429922897687
24,3.4561447114865143,98.50446135434503,70624.05524333515,3.4561447114865143,9.30373715705731,2.691940857145331,86.53041439797784,0.5184217067229772,0.6554291238845702,23.264076302590063,0.5184217067229772,0.6218263888602715,1.1994605565244,93.67549376002475,0.15,5.0,10.0,100000.0,3.080820678915647,2.34342640184049,0.999369993699937
25,3.4561447114865143,98.50446135434503,78366.7706548394,3.4561447114865143,9.30373715705731,2.691940857145331,96.14478811187779,0.5184217067229772,0.6554291238845702,24.128954238921924,0.5184217067229772,0.6218263888602715,1.1994605565244,97.27255119589032,0.15,6.0,10.0,100000.0,3.710532110302794,2.2339010006590456,0.999309993099931
26,3.4561447114865143,98.50446135434503,22566.27374085905,3.4561447114865143,9.30373715705731,2.691940857145331,26.85555271582965,0.5184217067229772,0.6554291238845702,20.91082031732074,0.5184217067229772,0.6218263888602715,1.1994605565244,83.88822022150762,0.15,7.0,10.0,100000.0,4.380929592640935,2.472631706351035,0.999519990399808
