delay_error,delivery_prob_error,last_system_size_error,num_packets,net_size,elapsed
0.019510710304892726,0.05162381793187565,0.004263465898871929,10000,4,0.0667756410111906
0.04492985062016897,0.0006837755415658872,0.06943367815085402,25000,4,0.08284109500527848
0.008715964263205294,0.021331359299163934,0.03353815941043772,50000,4,0.19003783499647398
0.004954362972146243,0.026555286876236223,0.02025674059490644,100000,4,0.1997353140031919
0.947195973405109,0.21292623457913348,10.12809763414104,10,2,0.0009910829976433888
0.5605438516421113,0.5321173489420631,0.5459083799789715,100,2,0.0008825319964671507
0.16381349624124444,0.0017690358467337757,0.3861292033832761,250,2,0.0010588040022412315
0.22917825735919184,0.04436114851341,0.6250405343115886,500,2,0.0011693220003508031
0.05947918273750868,0.018262389998365776,0.08336496997348052,750,2,0.001043761003529653
0.033504497867015606,0.14790408244139286,0.06505582394862373,1000,2,0.0011808179988292977
0.04066839711830302,0.03404308306408773,0.22109139957729348,2500,2,0.0018285500118508935
0.010158738378861647,0.12581893003305694,0.022130025508601516,5000,2,0.0027418780082371086
0.008802602471818128,0.03393011691988173,0.0637897569022395,10000,2,0.005018225987441838
0.005721350685493063,0.0499431958155524,0.07966486883180277,25000,2,0.04944614200212527
0.031974117328201865,0.025583172604534098,0.13628989997931273,50000,2,0.10477214799902868
0.007004102391304489,0.013448169270332508,0.06726289533822999,100000,2,0.2207172739872476
1.0,1.0,,10,7,0.0051021069957641885
0.03860848716109194,0.16666666666666735,0.00497130541687647,100,7,0.022245036001550034
0.03361013551725244,0.738095238095238,0.49320194231739767,250,7,0.006939935992704704
0.06718068371879725,0.2825940860215051,0.19387439146851274,500,7,0.0033390649914508685
0.06733771789042965,0.12970430107526826,0.017617590009287514,750,7,0.0037587979895761237
0.011179979744310328,0.14146505376343996,0.10502429033868034,1000,7,0.059384793989011087
0.006997436843758061,0.14612511671335301,0.056723905361736195,2500,7,0.005217985002673231
0.037967643905491046,0.08558558558558513,0.2403539967300414,5000,7,0.010458828997798264
0.007618843211997284,0.031368821292776565,0.0348634265424713,10000,7,0.11763051799789537
0.006696199915906355,0.041149875970233486,0.04746385586824192,25000,7,0.11290371199720539
0.004990440459368734,0.04940494049405004,0.003271293816025387,50000,7,0.14559286100848112
0.007642102320515959,0.05998559985599947,0.004473351149230899,100000,7,0.37910091399680823
0.9685587828518424,0.0015825162007591911,0.9606538580894718,10,1,0.0005828939902130514
0.46253375913319744,0.0015825162007591911,0.41504819486487554,100,1,0.0008539379923604429
0.30325438721346615,0.0015825162007591911,0.3024573919431338,250,1,0.0007782989996485412
0.07080954747255627,0.0015825162007591911,0.03783518408611628,500,1,0.0006821399874752387
0.13355608261319507,0.0002452898773936755,0.16682069132407232,750,1,0.0009808159957174212
0.2820885940972154,0.0015825162007591911,0.24257815353679396,1000,1,0.0011482970003271475
0.06181014265235079,2.065709448008186e-05,0.05909494262851076,2500,1,0.0018260339857079089
0.010330406764510872,0.00042104954479144134,0.01788100961856832,5000,1,0.0032969269959721714
0.1785840350617682,0.00028032871094919057,0.18742615787189865,10000,1,0.021837934997165576
0.03532312466193588,0.0005006772625898421,0.02698462755926516,25000,1,0.04198696500679944
0.06702345478354003,0.0002003046841718198,0.06575819021305485,50000,1,0.12886233899916988
0.006518641454272163,0.0003605733115653515,0.017698095430594092,100000,1,0.20164758400642313
1.0,0.5179590721399077,0.458087355929913,10,1,0.0007520619983552024
0.18558713089042725,0.3581739066514964,0.4178189180638229,100,1,0.0007908769912319258
0.05880435690508198,0.04424799161561364,0.11779108837356078,250,1,0.0008019819943001494
0.005758414646083553,0.11337278637917088,0.019205263665939273,500,1,0.000882644992088899
0.09185748857068281,0.05871041042154207,0.1201055369573211,750,1,0.0012384639994706959
0.028963467176639376,0.011349301712484989,0.047707737625384224,1000,1,0.0011811549920821562
0.04865006338306868,0.01424103628504797,0.08862756816431978,2500,1,0.0027237169997533783
0.051835971366312364,0.039756334383608115,0.06888000578274928,5000,1,0.003397394990315661
0.0027301449028639124,0.010149340499109767,0.009070204990910284,10000,1,0.006402311002602801
0.0017520307887699447,0.013552023918627506,0.009712874325164902,25000,1,0.06312374099798035
0.0051998741529943404,0.003753852543644406,0.01700693115684817,50000,1,0.09382870899571571
0.0011244124809675674,0.004215083836534436,0.013130148390236965,100000,1,0.240873932998511
0.9331078676465485,4.8681847526263295,0.7817112703364937,10,9,0.017295302008278668
0.10139359092476795,0.2469892599330952,0.08698811788937445,100,9,0.0038891310105100274
0.08528378835296349,0.026274463463797294,1.2555274463276391,250,9,0.003999741995357908
0.008475300296466282,0.11378434348092142,0.1749935311795724,500,9,0.004533733008429408
0.03687101085762025,0.024730761713738524,0.33826279609741383,750,9,0.011199633008800447
0.11173076414933276,0.16413381732263213,0.18894091818673428,1000,9,0.005801038001663983
0.03133696223440424,0.018025535346803578,0.24255900807403516,2500,9,0.007155419007176533
0.023293242054683562,0.05351858828607603,0.3879482715203326,5000,9,0.015752605002489872
0.002923757869189266,0.008190331949017032,0.11335135769210247,10000,9,0.06114620099833701
0.014168117696010823,0.01472743497028435,0.03523192909202069,25000,9,0.10219556000083685
0.016047182388235385,0.011492830009520656,0.025195632789731467,50000,9,0.2707833080057753
0.004646910007085815,0.008841409105813023,0.014560571281978777,100000,9,0.5008882960100891
1.0,1.0,4.332841984449742,10,1,0.000612288000411354
0.800872528384301,0.8933124926648671,11.692443020197258,100,1,0.0006488229992100969
0.34874597401621327,0.5587346635390421,0.06656040152687928,250,1,0.0005214130069362
0.37326144145395473,0.05702240002648598,1.060981199868289,500,1,0.0005600959993898869
0.0716956042674338,0.18373316535535916,0.016019327980549062,750,1,0.0006206850084709004
0.01179784506295594,0.015229027086917646,0.11903566737891597,1000,1,0.0007234649965539575
0.0950150363832736,0.10493193969532424,0.1330972911514762,2500,1,0.0012521239987108856
0.024232779320541208,0.004400406893818507,0.06301238750117755,5000,1,0.002154228001018055
0.027336508437596187,0.06008049885269336,0.0950235014242776,10000,1,0.004910652001854032
0.0036132379338730653,0.01478565190705548,0.02620743309852172,25000,1,0.05486170601216145
0.012453722060402253,0.012451464755908477,0.0056683153812725475,50000,1,0.07874255800561514
0.015397246960779655,0.007466720724373454,0.0040964938887451605,100000,1,0.10654405700915959
0.35840427697198546,1.0,,10,5,0.002890217991080135
0.1563324526129772,0.26090363981664155,0.4562689651862097,100,5,0.002143941994290799
0.027982141370206926,0.03202961893728611,0.3266162838129786,250,5,0.001960379013326019
0.0589242545053877,0.15458110382470386,0.2390436667719256,500,5,0.002087911998387426
0.036154925726579155,0.11541206084138021,0.029909174530113478,750,5,0.003960103000281379
0.001219962168468598,0.019588438063567064,0.1058094106197421,1000,5,0.0021854689985048026
0.029535776988954602,0.0582244939412255,0.01984211072927337,2500,5,0.0027691380091710016
0.02780313263682094,0.012281311649309342,0.001744540479597056,5000,5,0.0038421270000981167
0.00040390490803820237,0.024214599017364547,0.08798949781377602,10000,5,0.03327943199838046
0.011447330140735845,0.024715824010687032,0.02215927923697745,25000,5,0.057775900000706315
0.008562849088313992,0.005013378948832031,0.044454103510831115,50000,5,0.11013498100510333
0.0006687650616640281,0.010360758297302344,0.0031068752652649695,100000,5,0.12309075500525068
0.9912787982074796,1.5367245972345551,1.0,10,10,0.004928641996229999
0.23657203652014758,0.1371524056568696,0.49304554281719154,100,10,0.009462519999942742
0.14219376411097043,0.15995526454742492,0.7027126586061188,250,10,0.005280953002511524
0.05441955135743912,0.032383401054860435,0.1709974066181142,500,10,0.024432114994851872
0.07594157224568733,0.009306204593531792,0.17173157485265972,750,10,0.013903947998187505
0.087038135131386,0.018806227692579905,0.006340034067567834,1000,10,0.011513222008943558
0.048226043520723565,0.01643436827353065,0.17888713733836048,2500,10,0.03141157999925781
0.006005609018365447,0.021171746321388,0.07131175428556277,5000,10,0.07621140300761908
0.0002760278419995487,0.020801964418166456,0.03731921103831884,10000,10,0.12062808500195388
0.001826335243195058,0.003603652879095564,0.0030115763643796412,25000,10,0.18728821199329104
0.005965148727026276,0.01607017596235551,0.040750992849943636,50000,10,0.32375242600392085
0.0006483045425391426,0.003815621082803458,0.01932707652075289,100000,10,0.3615752540063113
0.8256144085998437,1.8516828294352545,,10,10,0.0033729199931258336
0.23842291505744842,0.21203500765604824,0.6021243606374014,100,10,0.0033060389978345484
0.001130019862793586,0.030123312835642624,0.1869331958930958,250,10,0.003287608007667586
0.11688013361243026,0.12165826608770397,0.059694913620613965,500,10,0.007510396986617707
0.03236697749591028,0.002497775711948183,0.01775600890163261,750,10,0.02944850700441748
0.015355932890645437,0.03485990128520542,0.06585076724324943,1000,10,0.008458323005470447
0.03605427317756811,0.0072879671714851145,0.1966784839722047,2500,10,0.028544756001792848
0.006616297687454937,0.012736478350802745,0.010997374272885281,5000,10,0.03516781399957836
0.001792956644542223,0.011149914866900309,0.011483003468665282,10000,10,0.0780998609989183
0.005778761886357663,0.00514715921668414,0.07212934625892964,25000,10,0.10378079199290369
0.0014718480256226253,0.008808615870515847,0.026754983733292544,50000,10,0.13771222700597718
0.0052021924370301495,0.0018925080941270779,0.018231400952018768,100000,10,0.19846234300348442
0.4211276747169601,1.5740947314226879,0.6045156263152871,10,8,0.002507337005226873
0.12205518732476782,0.3154003373875832,0.2682767458965289,100,8,0.002753849999862723
0.06569562791179483,0.16678751806565878,0.09036208519011492,250,8,0.0024632299900986254
0.032124378543840384,0.0533862155024527,0.04166700889290093,500,8,0.0028253889904590324
0.00018253971726449648,0.0064292982237282486,0.05256562118747107,750,8,0.0031234619964379817
0.0028032726578512907,0.00830521234971821,0.049837382160659666,1000,8,0.004125816994928755
0.010097464296446703,0.059213329696978,0.050189983151537144,2500,8,0.005142259004060179
0.0020163940812038565,0.013693693458407555,0.044730801271598446,5000,8,0.00858931100810878
0.026001727211922954,0.05719448449125918,0.017272627478228077,10000,8,0.06772874899616
0.00021797176161200292,0.017919207109384046,0.026570720344772678,25000,8,0.030685139005072415
0.007708558257887384,0.005112897594891156,0.04166403563121461,50000,8,0.11411981000856031
0.0024407608396796155,0.018342426023596207,0.0022571646859799784,100000,8,0.2328744749975158
0.4389127080556996,1.807737232835788,2.7586069240652322,10,3,0.0012276360066607594
0.03629269220581072,0.39066128138457384,0.7328770402128056,100,3,0.0011985630117123947
0.37754696674129007,0.2819557240616674,0.07917317203308717,250,3,0.0012648440024349838
0.06957622126900637,0.20913845349541177,0.05434664238577586,500,3,0.0014281689946074039
0.11189906581166735,0.027051482953160115,0.16638940557000298,750,3,0.0016244250000454485
0.06767536366945286,0.03203314504234345,0.20116075137631334,1000,3,0.001861454002209939
0.09526176496709482,0.022263928780773344,0.18427362590014126,2500,3,0.02175212300790008
0.0455630402864449,0.06128758962982486,0.18215901891515324,5000,3,0.0046418969868682325
0.01995700800472874,0.022854684541578386,0.10456351511959491,10000,3,0.010912758996710181
0.0061909746002846424,0.021981452424380155,0.05638259253830725,25000,3,0.030907393011148088
0.0017933361228572242,0.023002674413810556,0.06951595652656159,50000,3,0.07993933999387082
0.02622425914101269,0.030166304532837838,0.03712488315791137,100000,3,0.3038151610089699
0.4484127098302683,0.26624371588851314,0.6947927687951541,10,3,0.000967070009210147
0.13289393254046636,0.0269916709488268,0.019585318278497563,100,3,0.0020143549918429926
0.1679921456890514,0.1766810406980039,0.4634231651268063,250,3,0.0012519300071289763
0.0108551701535679,0.053514798224747834,0.14700309947350443,500,3,0.0013913709990447387
0.03406535578149045,0.04691333212692558,0.07833164104221757,750,3,0.0022055629960959777
0.04147842212673463,0.0014691338634669955,0.084416077893946,1000,3,0.001999903004616499
0.017273841598802787,0.01867683553851543,0.01929674731728211,2500,3,0.0035703519970411435
0.003167736920995123,0.012030892141710913,0.0055371496898656575,5000,3,0.006219727991265245
0.004809200859243739,0.007473666329660043,0.0585060020953939,10000,3,0.036992360997828655
0.0023910477950139586,0.0015753218661230964,0.008602383195687045,25000,3,0.04740438000590075
0.0068827548717849485,0.01002764030534421,0.007536231636283379,50000,3,0.07337090499640908
0.002078310440613389,0.0004325442028096069,0.0005471252347952158,100000,3,0.2505801240040455
0.662531209286076,0.48597158651845684,0.6416968754581227,10,3,0.0009237449994543567
0.031629298108778695,0.07151692633303701,0.3816396478198436,100,3,0.001104540002415888
0.013635925797367722,0.13368458113903725,0.1864628287764954,250,3,0.0011214870028197765
0.031466861605352905,0.0910757297754308,0.1005063950287757,500,3,0.0012798940006177872
0.10613464751052852,0.05842050296465469,0.05183744645802815,750,3,0.0015604709915351123
0.056316464818034366,0.008356649800748364,0.054525637953643374,1000,3,0.0018202359933638945
0.00034707821287269914,0.0303792397674254,0.04015423088328302,2500,3,0.002829670993378386
0.020115624357383868,0.0019524130919244926,0.041903750057801815,5000,3,0.005013446003431454
0.007453230132174978,0.02689200229327151,0.021308183027153284,10000,3,0.008657030994072556
0.013003990197824496,0.0026142540036157118,0.01795057560063844,25000,3,0.06753772699448746
0.003600318554461178,0.009094681486615495,0.012611816528026603,50000,3,0.1405601540027419
0.021112253621276028,0.006459094480999753,0.011210287467352958,100000,3,0.2179634500062093
0.4774901482925113,0.28075681492109045,0.7693288209242838,10,5,0.002638234000187367
0.06667813805067645,0.18538130742696662,0.2788626423324211,100,5,0.002503516006981954
0.05665965294253282,0.06820568393418605,0.01941833387608585,250,5,0.08161149999068584
0.03702062534657995,0.023566298334502328,0.11020460596627521,500,5,0.0049382470024283975
0.007072706594724676,0.050712767260384206,0.14836315135070108,750,5,0.0038440929929492995
0.07388041817533592,0.03760805919495445,0.20492979617122092,1000,5,0.004446838996955194
0.03938090735933307,0.006087393326214468,0.04311978170781319,2500,5,0.01900032399862539
0.01744662389871896,0.034233887004782075,0.010694240001598302,5000,5,0.05916055598936509
0.0009862714140387455,0.024075361815410177,0.020359957250954762,10000,5,0.1327516549936263
0.007457553668540654,0.009591979371484049,0.03648942220336754,25000,5,0.31557340899598785
0.005059057699110141,0.0029396595769133533,0.014890503086717523,50000,5,0.42586780700366944
0.010178024302483133,0.0034701065107507175,0.004281002938257533,100000,5,0.6372894130036002
1.0,1.0,,10,6,0.00818719100789167
0.04178641935169858,0.38782066514181307,0.531767833696583,100,6,0.003694817001814954
0.048212710625201924,0.26825667929198393,0.6736707775840715,250,6,0.003156891994876787
0.05782076958863978,0.056040595785985366,0.12363544265480157,500,6,0.003198409001925029
0.025322181955027098,0.029771833896797297,0.18675573883382388,750,6,0.009341102006146684
0.04401357829707965,0.05412496968287633,0.024636502816446616,1000,6,0.0034792590013239533
0.013440227249231494,0.0349849028176232,0.2897562221877372,2500,6,0.01566559399361722
0.03145227814955025,0.05952406403429992,0.020515820988227535,5000,6,0.0436126810091082
0.023252292925008255,0.04277755331289684,0.11045650249281762,10000,6,0.07388498900400009
0.0075726047704508135,0.04006377976959471,0.013130725517039324,25000,6,0.19921060799970292
0.015935520675087758,0.01700020617846077,0.06343169395457403,50000,6,0.2659668970009079
0.0014013867850210544,0.0028437224999978508,0.02731644189643785,100000,6,0.32214961299905553
0.7652076841234116,0.4109478853562509,0.9973650833291426,10,8,0.002629283000715077
0.37522018133512897,0.23656106806502888,0.41237448108315056,100,8,0.003345497010741383
0.08293128553247187,0.009506646008028747,0.6907192392223205,250,8,0.003808342997217551
0.019822477831161738,0.027948220944545278,0.305584640489051,500,8,0.0038895320030860603
0.002452662947160793,0.02097493669158105,0.07016378012072677,750,8,0.005381237991969101
0.09315834514915677,0.05128377779382534,0.11687717668218642,1000,8,0.015893837000476196
0.024065557750226528,0.010658847458401056,0.16178433546944684,2500,8,0.03989857999840751
0.02465693164293535,0.024653921951084658,0.14562798563508966,5000,8,0.07837752299383283
0.02544899702660331,0.0058018566015723945,0.14912875503542403,10000,8,0.134973649008316
0.004042128445963778,2.836916486248887e-05,0.039133287501261084,25000,8,0.17209712498879526
0.007583088718818667,0.010779883779510521,0.043346405722218206,50000,8,0.2040709699940635
0.019729694296906897,0.004626135763699484,0.07060941475629379,100000,8,0.464612992000184
0.7435604379835078,1.0,,10,8,0.002716129005420953
0.08011936567750007,0.132366244206325,1.6199920518425597,100,8,0.002445070000248961
0.022672693953709515,0.4678227219371854,0.1760864845183166,250,8,0.0025625389971537516
0.014306902339646052,0.03637852944010745,0.0959226104985316,500,8,0.0026514319906709716
0.10982148627857308,0.03285828180683763,0.022877255976343054,750,8,0.0028578230121638626
0.010920231522631843,0.09194018049648653,0.36303179956472653,1000,8,0.0030035750096431
0.015023369976193138,0.01966737412991672,0.06510218718004067,2500,8,0.004456957001821138
0.033444134800115044,0.011355810233060306,0.05063140300774431,5000,8,0.008150577996275388
0.021833659073732352,0.00022619628944445586,0.03656913466215304,10000,8,0.01111547699838411
0.0023746010955986666,0.0271971430992525,0.008602788230259232,25000,8,0.04029707401059568
0.007533095595970968,0.005381990157985639,0.02286181217481149,50000,8,0.06328448199201375
0.0072620763627799885,0.014711755640142397,0.0038512955449602196,100000,8,0.11261411001032684
0.04760725288278648,0.7180901328110242,0.8795340014957943,10,5,0.0016424139903392643
0.08167452329905053,0.0007026778548126048,0.9143091683876012,100,5,0.0017587309994269162
0.07406038345151301,0.0023992777226309655,0.33139721554906587,250,5,0.0018588570092106238
0.11413191065305797,0.029055275645874384,0.09316019086062138,500,5,0.00202767200244125
0.02841514802847032,0.042187720077276905,0.015279371243495163,750,5,0.0021203579963184893
0.05131958887471966,0.00839687725536105,0.0495113029286205,1000,5,0.0023849480057833716
0.00797962015376356,0.010641254594719844,0.005763905945554179,2500,5,0.003386955999303609
0.05375704257807107,0.08011020500154033,0.00031359732338851826,5000,5,0.004910460003884509
0.003993330028638025,0.009250154436607283,0.02481249421346628,10000,5,0.008184547987184487
0.008076989475547825,0.0023166142650385144,0.009069526429473325,25000,5,0.042107339002541266
0.01609758487253882,0.01036029070666454,0.003368694905743583,50000,5,0.06627226699492894
0.012082504043902502,0.007576929024276852,0.0016968439924370277,100000,5,0.12838224400184117
0.6152403501221749,0.0786942340649013,0.22956476315799249,10,3,0.0009961210016626865
0.22810592375258434,0.19573727068172384,0.1836793390968134,100,3,0.0010241630079690367
0.14168960767664726,0.07499421090853539,0.5702168609680904,250,3,0.00128991600649897
0.030538832668345908,0.029039101467832028,0.14020656890560293,500,3,0.001378337008645758
0.06892599576710788,0.06846735807775207,0.11176385189689308,750,3,0.0017589749913895503
0.010635641656846714,0.03438353599956759,0.24492831340607094,1000,3,0.0018386840092716739
0.08229898783617023,0.09670465924939613,0.2177487993951431,2500,3,0.0031290859915316105
0.04581211800155934,0.0011707102093524875,0.0037587169689539414,5000,3,0.005017196002881974
0.026622270222773137,0.02228775859948723,0.0009964500815799096,10000,3,0.009002209000755101
0.01985571185039432,0.018984066805545322,0.02227786531288188,25000,3,0.021328389004338533
0.0016999865194066634,0.0007286767915727889,0.02011161647555821,50000,3,0.07389152300311252
0.004492847645103595,0.010012633354026653,0.02620155359966119,100000,3,0.08330435700190719
0.3862896595121827,0.26126637527042473,0.8298086905077079,10,7,0.0020696550054708496
0.0014520534959923833,0.1060254812643694,0.39298624388219494,100,7,0.002188661994296126
0.039364534216276226,0.046747708984676166,0.2833413622495652,250,7,0.0024563679908169433
0.01944166487434408,0.015732962051796834,0.007522405292881334,500,7,0.0028550200077006593
0.02392914223815561,0.04451288452706329,0.039208011762405875,750,7,0.0032545180001761764
0.0344168794030329,0.06737345490567193,0.03211600701653101,1000,7,0.0035778540041064844
0.004976748425982085,0.0028433128152572673,0.01268445395525791,2500,7,0.006522437994135544
0.024275913173869124,0.0036450418912421247,0.08783390260563953,5000,7,0.019747935002669692
0.002042766015689218,0.004224760476506959,0.029218956276157428,10000,7,0.019002273998921737
0.004617394114461267,0.025178676355553906,0.04061090929801863,25000,7,0.043937932001426816
0.006407082927767764,0.006674197798056291,0.0018916344527664028,50000,7,0.16759099400951527
0.0018133172396587968,0.003558314763552621,0.00014576896052983073,100000,7,0.48378715600119904
0.17177397477588757,0.3895095489005983,0.5648796574005744,10,4,0.001211677008541301
0.16357098243450277,0.12330877216385215,0.19048890266782137,100,4,0.001230786001542583
0.11954128107228512,0.04782687294143485,0.005879685570695393,250,4,0.001480495004216209
0.04757248544663778,0.08690524714002366,0.10887616717996396,500,4,0.0016744979948271066
0.007683445273999422,0.06702444503810659,0.05959062845486447,750,4,0.0019080080091953278
0.02730465487204028,0.04272018200489957,0.15003773394786574,1000,4,0.002046285997494124
0.02817519048396563,0.0362504282625337,0.05540550695713151,2500,4,0.0034018459991784766
0.003743995981581077,0.03747077875053674,0.05644579417538361,5000,4,0.00586489999841433
0.02475232318279898,0.013040971808205645,0.02364645806603819,10000,4,0.01002424699254334
0.008094312363902775,0.019771450499505926,0.041745361934255,25000,4,0.02343535900581628
0.0033017228701250336,0.0007492566767891369,0.021286757923494735,50000,4,0.13928680900426116
0.004842987295191789,0.008436238991703088,0.005994389130349326,100000,4,0.23974515000008978
0.5350396568361714,1.0,,10,9,0.0029347170057008043
0.06977311919016323,0.1185608199204635,0.3988770254560815,100,9,0.0026096809888258576
0.017372719836216594,0.022221702924167173,0.38838258860887037,250,9,0.002804069998092018
0.011199996752448902,0.033143266143935604,0.3013610106486811,500,9,0.0031016409920994192
0.019299580871056966,0.018896046810858668,0.2183062273291402,750,9,0.003586667007766664
0.001222701551635478,0.017577389662359194,0.26115293673180523,1000,9,0.004011512006400153
0.017557227448075845,0.011495708096091625,0.07754997751189693,2500,9,0.0062072299915598705
0.01962542232469316,0.032740663985093045,0.15437440212594303,5000,9,0.009793069999432191
0.010262704926427816,0.02010041566051718,0.009947838872150826,10000,9,0.026069507002830505
0.012882688471699356,0.018523922280726572,0.027140986928396237,25000,9,0.05667368299327791
0.007992575322299578,0.014610709180049367,0.021956710096842167,50000,9,0.1624828619969776
0.004291811952461004,0.009886640807487034,0.026965519330008292,100000,9,0.4483467819954967
0.28706906438437413,0.8167696220930244,0.7234651896003159,10,7,0.0021904830064158887
0.285872205507542,0.23504436964504255,0.22899412077367573,100,7,0.0020293699926696718
0.01436584649268972,0.2050002595514955,0.41996088731772974,250,7,0.0021649739937856793
0.09952756060811686,0.13317780688357997,0.02774219585693781,500,7,0.0024948229984147474
0.029659521877788697,0.02147689595591735,0.06060464776861374,750,7,0.002676103002158925
0.05671547538552551,0.04404619582718518,0.08811127145018514,1000,7,0.0029590460035251454
0.022006728252165507,0.009518562536672433,0.09344750363281021,2500,7,0.016880638009752147
0.026237757657534295,0.020173277658455006,0.004755298342015412,5000,7,0.006807629004470073
0.031814211928297455,0.03789440141582496,0.01988510794317942,10000,7,0.02775174799899105
0.0042086557655719135,0.015050521005364453,0.027062953809206137,25000,7,0.07356400499702431
0.005221675292164008,0.01149679829901656,0.010316287256528653,50000,7,0.051031144001171924
0.011916682509140583,0.01387383953722744,0.020680715314003117,100000,7,0.5752094519993989
0.9987602505285575,1.5002250337550638,0.9992386425636224,10,1,0.007959589987876825
0.7402064530821314,0.5426920421041883,0.6734452535611993,100,1,0.045749341006739996
0.3885901646814666,0.04517603870088739,0.07253942280786689,250,1,0.0006588319956790656
0.008870344495317298,0.06284869855984498,0.03937170243862366,500,1,0.0007322799938265234
0.02597745141629809,0.08929975248975495,0.02541915165442659,750,1,0.06418777999351732
0.4366936826815709,0.2400512491360628,0.30339995747087317,1000,1,0.04434115301410202
0.013074227522383488,0.07066573217738906,0.05799268808866309,2500,1,0.01180108000698965
0.03192412813070298,0.005296729631591536,0.05223327725460395,5000,1,0.0037946240045130253
0.012114439243215997,0.06785686654278883,0.014643196316987595,10000,1,0.003994613012764603
0.006273691732809381,0.006932271336259467,0.001052100213091157,25000,1,0.044040655993740074
0.022940834066976883,0.012561385397833696,0.0038414254670091235,50000,1,0.07652382800006308
0.019083519811261173,0.0014252137820669607,0.013461270376404018,100000,1,0.17070344799140003
0.17497260360712258,1.1293777771468325,2.657242168420771,10,5,0.002154816989786923
0.053849567184701255,0.08740952407992904,0.09417945989762082,100,5,0.0030743829993298277
0.013636244313007131,0.6092463632958516,0.09208675266842291,250,5,0.0023717459989711642
0.09296768334507556,0.1720163975021878,0.2062786438637556,500,5,0.005272186012007296
0.021545919010685206,0.10872094825357922,0.03341179147688039,750,5,0.0022515849996125326
0.016761641041486527,0.0332012633348719,0.0019553398923085265,1000,5,0.0023624669993296266
0.027706831309388995,0.026329400994710046,0.06295605367251862,2500,5,0.0034290250041522086
0.006468695478725825,0.037511585754990334,0.06698111612240859,5000,5,0.005804180997074582
0.00460241266508258,0.033271141036239314,0.0334471145917384,10000,5,0.01709532001405023
0.008249722274309786,0.04393660897262553,0.007518868299528352,25000,5,0.12160907599900384
0.0002590939407055276,0.022528560299526424,0.017591638402134086,50000,5,0.10533812099311035
0.0024318159379746775,0.022806320182847846,0.01381402528427202,100000,5,0.43836764300067443
0.7567403675402369,0.9248849789208233,0.8425781436386097,10,2,0.0358928619971266
0.08362882804236522,0.07765928093377222,0.17545852189124278,100,2,0.027718337005353533
0.10564139263427788,0.04133121810470758,0.1952325428254182,250,2,0.032870188006199896
0.010809072513117595,0.05494718681141242,0.09420703057681937,500,2,0.0011232150136493146
0.01654255134129847,0.009021479854778318,0.04493138023766571,750,2,0.0012605679949047044
