Id,ArrM1,ArrAvg,SrvM1,SrvM2,SrvM3,SrvAvg,SrvStd,SrvCv,SrvSkewness,Rho,NetSize,Capacity,NumPackets,DelayAvg,DelayStd,DeliveryProb
0,0.013086530966828155,0.013086530966828155,0.00012508252164590328,3.4450196878563183e-07,2.1866770523719772e-08,0.00012508252164590328,0.0005734599650928859,4.584653055814597,115.28648923653444,0.009558111463073253,20.0,500.0,100000.0,0.018446006649991263,0.07478888109048527,1.0
1,0.01413117242771547,0.01413117242771547,0.0003119366163539236,2.2941187549598944e-06,1.4661157956786812e-07,0.0003119366163539236,0.0014821654099113092,4.751495439155636,44.3868410477303,0.022074362049543907,19.0,500.0,100000.0,0.19997737414540567,0.28576624624053126,1.0
2,0.012876068877509124,0.012876068877509124,0.0003547958440861013,7.705297549051668e-06,2.060538031209677e-06,0.0003547958440861013,0.002753074183176127,7.759600990444564,98.35892004402615,0.0275546711858485,6.0,500.0,100000.0,0.012846117743313533,0.06861601023348421,1.0
3,0.015602421761570647,0.015602421761570647,0.00022769690926089119,3.1179158663508923e-06,4.0511714243217826e-07,0.00022769690926089119,0.0017510196983083685,7.690133801078874,75.06607925831948,0.014593690180951092,2.0,500.0,100000.0,0.0009139254045780906,0.009624279872597848,1.0
4,0.018898297629285056,0.018898297629285056,0.00010662960401279849,6.963634169471216e-07,6.839129795231571e-08,0.00010662960401279849,0.0008276433679400781,7.761853526537885,120.24574466800847,0.005642286205058165,14.0,500.0,100000.0,0.009105641849235376,0.04824589949213465,1.0
5,0.016278351559665196,0.016278351559665196,0.0002017977119450714,1.7803836990866648e-06,2.619428968671816e-07,0.0002017977119450714,0.0013189622369652585,6.536061406505318,113.6962651499703,0.012396692085523546,20.0,500.0,100000.0,0.19529161865087918,0.4887558057736109,0.9426163723916533
6,0.017779216119807838,0.017779216119807838,0.00030701037649186907,3.821098351012558e-06,5.852101905532907e-07,0.00030701037649186907,0.0019305032970028514,6.288071820445389,80.85814792470764,0.01726793658522597,14.0,500.0,100000.0,0.12413176378773262,0.3389712416232936,0.9874465443509449
7,0.019500708788278254,0.019500708788278254,0.00026119401520849296,3.622349887366879e-06,1.189604715086144e-07,0.00026119401520849296,0.0018852393942908536,7.217774085619835,17.33598376612423,0.013394078032973598,1.0,500.0,100000.0,0.0003593530863600213,0.0023556779851381985,1.0
8,0.016590584565510026,0.016590584565510026,0.00031219717026674033,5.577764990908736e-06,1.7719480028922802e-06,0.00031219717026674033,0.0023410036133646134,7.498478001464481,137.7137789143981,0.018817731770329745,2.0,500.0,100000.0,0.0010121622267180667,0.009397801365747414,1.0
9,0.012872951985858663,0.012872951985858663,0.00012488476084535037,3.902153641631382e-07,1.694961397096105e-08,0.00012488476084535037,0.0006120614026972603,4.901009527136779,73.30157781604889,0.009701330431632165,14.0,500.0,100000.0,0.02479711323852538,0.09254949688705245,0.9971169686985173
10,0.018365393709013834,0.018365393709013834,0.00031353340867718374,3.517370314449077e-06,3.537785655974064e-07,0.00031353340867718374,0.0018490719607663578,5.897527694313991,55.44545419293957,0.017071967726088,19.0,500.0,100000.0,0.16168654523461629,0.38201427378925734,0.976905311778291
11,0.010403686164730046,0.010403686164730046,0.00023379463866878111,2.6120576019403076e-06,4.7434253770675094e-07,0.00023379463866878111,0.0015991865647478538,6.840133605516229,115.54137746861217,0.022472288664509864,8.0,500.0,100000.0,0.03316101035607955,0.18270156783749514,0.9925629748100759
12,0.01846423476503927,0.01846423476503927,0.0003334405566359423,6.158459830952318e-06,2.0992796186960035e-06,0.0003334405566359423,0.00245912123046885,7.374991378609568,140.7568447857704,0.018058726011612923,3.0,500.0,100000.0,0.002637112640233622,0.02434932998796375,1.0
13,0.011255822828263153,0.011255822828263153,0.00025672921599658653,2.8164012311879877e-06,6.580200831762741e-08,0.00025672921599658653,0.0016584605333989006,6.459960261869656,13.957153928332968,0.02280856938792111,7.0,500.0,100000.0,0.01999755201736609,0.03925311510360818,1.0
14,0.018395332418677426,0.018395332418677426,0.0002574087957712258,2.581489968483028e-06,3.2424809604315716e-07,0.0002574087957712258,0.0015859478807144437,6.16120313978691,80.79386106711048,0.013993158150807301,8.0,500.0,100000.0,0.010421498576618792,0.05372694611215841,1.0
15,0.010600834362860247,0.010600834362860247,0.00011864295624342343,5.404328134319592e-07,2.99941731255842e-08,0.00011864295624342343,0.0007255044192599934,6.115023109938812,78.04969951046411,0.011191850771585111,15.0,500.0,100000.0,0.014534380328822922,0.0512647535922772,1.0
16,0.013010424093510277,0.013010424093510277,0.00047371056383778567,6.199383427762375e-06,1.3091596899299072e-06,0.00047371056383778567,0.002444377575062998,5.160065579411555,89.04842430387431,0.03641007859798183,8.0,500.0,100000.0,0.05587097149752483,0.18912105087807007,0.9989619100854428
17,0.010062727570960155,0.010062727570960155,0.0002340635861313892,2.7530634714090035e-06,4.657589540456058e-07,0.0002340635861313892,0.0016426435124689462,7.017937047016211,104.65233596636722,0.023260451451241622,13.0,500.0,100000.0,0.048136309647702075,0.13802514447115966,1.0
18,0.017490302102756296,0.017490302102756296,0.00032973238514266234,2.7353309068485987e-06,6.22218939065308e-08,0.00032973238514266234,0.0016206811719264,4.91514102027071,13.997957670783647,0.01885229787372854,18.0,500.0,100000.0,0.13630365805003505,0.13127785150917398,1.0
19,0.01905382981879071,0.01905382981879071,0.00011128166072707609,6.142263795298697e-07,6.68906012596368e-09,0.00011128166072707609,0.0007757852612132391,6.971366675735472,13.89323072283267,0.005840382840899059,14.0,500.0,100000.0,0.016132084955474028,0.03472007220954796,1.0
