,net_size,num_packets,elapsed,delay_error,delivery_prob_error,last_system_size_error
677,6,50000,0.1526599809876643,0.002695509451519134,0.0012561147011188778,0.02826914988227091
678,6,50000,0.15320271599921398,0.002805779608223808,0.0002674796117601505,0.0033196706358709655
679,6,50000,0.15409584098961204,0.004611547931192277,0.0003303566026665009,0.025509710648315923
680,6,50000,0.15260496598784812,0.0023934380521743273,0.0017560623956136886,0.00042193296990860224
681,6,50000,0.15276605600956827,0.0038466855889931653,0.0013899040694005992,0.01711820377360841
682,6,50000,0.15265021898085251,0.006219214149961735,0.0029448573982552837,0.025987500576999622
683,6,50000,0.1528531980002299,0.011796385975154757,0.004390128427615789,0.027471126824531383
684,6,50000,0.15272208899841644,0.00647274503458394,0.0027888049618670675,0.006881485781854279
685,6,50000,0.15363525701104663,0.003908639371025246,0.00010755579502226555,0.022758075420633753
686,6,50000,0.15266882500145584,0.00304246687256574,0.0009679621125209159,0.007441531229339353
687,6,50000,0.15195853300974704,0.006301203476565754,0.0038311055998541963,0.0036254821862814917
688,6,50000,0.1531837579968851,0.0013114503348574053,0.0010044286901684614,0.0008725362134370034
689,6,50000,0.15233292698394507,0.002801959098791953,0.00014473703343202663,0.013954074708246274
690,6,50000,0.15254357201047242,0.0008813835970006162,0.0008547960656864318,0.019410618571260713
691,6,50000,0.15268662499147467,0.0011748447702841138,0.0017253499218939654,0.00857938713798563
692,6,50000,0.15316314698429778,0.007462558438303403,1.3821974458198195e-05,0.018637807469867176
693,6,100000,0.29988874899572693,0.006835707711004749,0.00019028794175630345,0.02174144431437499
694,6,100000,0.2980776189942844,0.0032811246736099003,0.0006703295638033303,0.01243427282212458
695,6,100000,0.29894015099853277,0.0076148398957785485,0.0028061764869659533,0.024090493713268317
696,6,100000,0.2983821980014909,0.0014668591219088752,0.0007206997665988705,0.003843820027917439
697,6,100000,0.29904485898441635,0.0024634735586654627,0.00029130660927275705,0.011259229592581094
698,6,100000,0.296348856005352,0.003955609954063542,0.000831084762234914,0.01290003515797274
699,6,100000,0.30624653899576515,0.004104930597305513,0.00043606904392930196,0.005983944936605174
700,6,100000,0.30228172699571587,0.00036491826576170024,0.00011859319166683486,0.0005849370874121344
701,6,100000,0.30545031299698167,0.008350869885504595,0.000813765054458521,0.016471442941502608
702,6,100000,0.29938036401290447,0.0016181450905362904,4.620545924715524e-05,0.0136656408976862
703,6,250000,0.7467211280018091,0.00097833011314844,0.00016593200600110061,0.003008589383709353
