Id,ArrM1,ArrAvg,SrvM1,SrvM2,SrvM3,SrvAvg,SrvStd,SrvCv,SrvSkewness,Rho,NetSize,Capacity,NumPackets,DelayAvg,DelayStd,DeliveryProb
2900,16.550663281127513,16.550663281127513,0.5402037883179491,6.420278788785696,761.7532901670825,0.5402037883179491,2.4755723895440087,4.582663881814458,49.54464754269822,0.3768157673221028,15.0,20.0,100000.0,43.90696992482855,174.4195029141503,0.6447290053603335
2901,37.68313302741741,37.68313302741741,0.8537659061022739,32.96319229256768,20353.342625069257,0.8537659061022739,5.677523762182334,6.649977144322996,110.75931668325364,0.10959071822703159,5.0,20.0,100000.0,9.916719020891968,105.66530333705818,0.9857293603336515
2902,40.66847644401369,40.66847644401369,0.5583126980186062,9.103357107264305,1817.1320002019554,0.5583126980186062,2.9650706633224595,5.310770601931834,69.13622704803487,0.08080199075256705,6.0,20.0,100000.0,9.636537679123636,65.0810185570153,0.9874615709204895
2903,20.582250323488807,20.582250323488807,0.8006778477298981,17.419773695275484,6391.774336688401,0.8006778477298981,4.096179766493422,5.115889965117698,92.40643610474831,0.26179898686881486,7.0,20.0,100000.0,22.73373338324484,144.62699022168735,0.9405230596175478
2904,14.436200216567094,14.436200216567094,0.6372578563717,21.87641552537085,7093.186319843451,0.6372578563717,4.633607444514845,7.271165664236476,70.88384546635558,0.35676899375674814,10.0,20.0,100000.0,49.9695244341784,228.75415567372173,0.691497814858959
2905,32.559453092722876,32.559453092722876,0.7511232197131954,32.40980849144369,15655.709120504547,0.7511232197131954,5.64319257160797,7.513005088250013,86.71437553851092,0.19226636376590484,9.0,20.0,100000.0,34.348238004331236,286.2211426815397,0.9095860566448801
2906,25.546174561805593,25.546174561805593,0.7118091191921871,22.744110687204326,8953.57997720396,0.7118091191921871,4.7156588580005625,6.624892447784648,84.92636309016697,0.4160497001899526,20.0,20.0,100000.0,75.65304036321551,380.5914020932436,0.653613241824788
2907,45.164464277936204,45.164464277936204,0.9881237437024938,22.359625006567008,11812.612221147852,0.9881237437024938,4.62420117141311,4.679779431355688,118.81283959345451,0.06638001591320286,3.0,20.0,100000.0,7.209441741308187,73.48011647006214,0.9946734878122179
2908,36.17632302426043,36.17632302426043,0.5306446722941611,16.220192012359806,1981.6717081350957,0.5306446722941611,3.9923186551333334,7.523525371268035,30.74159198861597,0.1718922334202087,15.0,20.0,100000.0,111.74645894033667,317.3654666370635,0.6412157153446998
2909,43.84102166766218,43.84102166766218,0.9820783683249443,20.094187656813745,3501.0847338615754,0.9820783683249443,4.3737523632782365,4.453567560741828,41.159722724909585,0.06634995496630658,3.0,20.0,100000.0,5.50825985802972,30.78573218622908,0.9987390416716705
