iter	Logloss
255	0.04430656179
256	0.04425853783
257	0.04415376527
258	0.04403939352
259	0.0439417942
260	0.04383185235
261	0.04375411401
262	0.0436273622
263	0.04350980131
264	0.04338150642
265	0.04328212745
266	0.04319332909
267	0.04310279842
268	0.04298052384
269	0.04289998882
270	0.04281929366
271	0.04271660046
272	0.04261914643
273	0.0425250312
274	0.04240648608
275	0.04228907558
276	0.04217661585
277	0.0421019843
278	0.0420092399
279	0.0419679582
280	0.04183253668
281	0.04173722884
282	0.04165152311
283	0.04154718869
284	0.04143787588
285	0.04137337846
286	0.04126156491
287	0.04117515388
288	0.04107509625
289	0.0409974072
290	0.04088098721
291	0.04080459676
292	0.04069874181
293	0.04061322919
294	0.04055764944
295	0.04045740278
296	0.04034708308
297	0.04024811707
298	0.04015096372
299	0.04006123722
300	0.03999625999
301	0.03991920225
302	0.03982854113
303	0.03976689912
304	0.03968602888
305	0.03960973872
306	0.03957871083
307	0.03950449528
308	0.0394225704
309	0.03932613259
310	0.03926609415
311	0.03917286285
312	0.03911339123
313	0.03903626158
314	0.03897504707
315	0.03892218894
316	0.03884922009
317	0.0387998463
318	0.03870690612
319	0.0386087796
320	0.03851406824
321	0.0384542014
322	0.03836966041
323	0.0382865677
324	0.03824638027
325	0.03816629764
326	0.03809047693
327	0.03804000274
328	0.03799101667
329	0.03791989331
330	0.03783827764
331	0.03773642294
332	0.03767224258
333	0.03760236172
334	0.03751894172
335	0.03744887654
336	0.03738550294
337	0.03729217206
338	0.03719937583
339	0.03711396794
340	0.03704159956
341	0.03699908281
342	0.03690554679
343	0.03683538613
344	0.03673197954
345	0.03664937436
346	0.03659549246
347	0.03652590321
348	0.03646328573
349	0.03641038918
350	0.03636432209
351	0.0362937152
352	0.03620681655
353	0.03612645402
354	0.03606347911
355	0.03601005208
356	0.03595627319
357	0.03586189964
358	0.03580359283
359	0.03575275722
360	0.03569907552
361	0.03561995952
362	0.03556227724
363	0.0355045511
364	0.03544920113
365	0.03535966633
366	0.03530172778
367	0.03524113661
368	0.03516020004
369	0.03509065177
370	0.03506045112
371	0.03500766608
372	0.03494661816
373	0.03488530946
374	0.03483452836
375	0.03476932251
376	0.0347081072
377	0.03464382674
378	0.03458820334
379	0.03453789508
380	0.03446608049
381	0.0344176856
382	0.03434888961
383	0.0343091141
384	0.03423681102
385	0.03415832937
386	0.03411912131
387	0.03405896959
388	0.03398841412
389	0.03393956345
390	0.03388635044
391	0.03380178927
392	0.03374240663
393	0.03367134977
394	0.03360207681
395	0.03353398602
396	0.03347211026
397	0.03342200768
398	0.03338927906
399	0.03333597244
400	0.03326725361
401	0.03322307169
402	0.03318828876
403	0.0331165144
404	0.03305934449
405	0.03302810648
406	0.03298101409
407	0.0329249289
408	0.03289595352
409	0.03285203046
410	0.03278870195
411	0.03276217176
412	0.03269676633
413	0.03264462087
414	0.03259544529
415	0.03256913819
416	0.03252169113
417	0.03247018108
418	0.03242836081
419	0.03238573431
420	0.03233933561
421	0.03227013864
422	0.03220225684
423	0.03214880467
424	0.03211320973
425	0.03204540317
426	0.03198141881
427	0.03193457305
428	0.03188360293
429	0.03183929767
430	0.03180062363
431	0.03174334606
432	0.03169071084
433	0.03163017587
434	0.03157090392
435	0.03155045686
436	0.03150787471
437	0.03145798204
438	0.03139740477
439	0.03135112514
440	0.03130681827
441	0.03123970138
442	0.03119141496
443	0.03114031324
444	0.03107736403
445	0.0310174481
446	0.03098232297
447	0.03092415999
448	0.0308854798
449	0.03086006401
450	0.03082550832
451	0.03078287917
452	0.03073329138
453	0.03069416163
454	0.03062516112
455	0.03057331324
456	0.03051793649
457	0.0304761399
458	0.03044059628
459	0.03039641885
460	0.0303546876
461	0.0303308235
462	0.03027819158
463	0.03022363621
464	0.03020723727
465	0.03015357074
466	0.03008947223
467	0.03003260269
468	0.02998671764
469	0.02992783433
470	0.02988436872
471	0.02984575044
472	0.02981034728
473	0.02975627537
474	0.02972858255
475	0.02970749756
476	0.0296648047
477	0.02961853005
478	0.02955889754
479	0.02953899429
480	0.0294756027
481	0.02943958937
482	0.02937278246
483	0.02932716351
484	0.02927860731
485	0.02923678105
486	0.02918276989
487	0.02914534873
488	0.02911421294
489	0.02906128274
490	0.02903137542
491	0.02899161004
492	0.02895127961
493	0.0289096687
494	0.02886179727
495	0.02882664114
496	0.02878903881
497	0.02875642626
498	0.02870878139
499	0.02866802731
500	0.02860748074
501	0.02855572022
502	0.02849757047
503	0.02846668762
504	0.02841259497
505	0.02836948371
506	0.02832894745
507	0.0282995802
508	0.02827066541
509	0.02823192749
510	0.02819293949
511	0.02813869693
512	0.02810514965
513	0.02807177777
514	0.0280364499
515	0.02799403733
516	0.02794972937
517	0.02789991745
518	0.02788236451
519	0.02784085036
520	0.02781508258
521	0.02776965247
522	0.02775286175
523	0.02768606693
524	0.02764027591
525	0.02758640747
526	0.02755257324
527	0.02751113649
528	0.02744605935
529	0.02741574121
530	0.02737902083
531	0.02733630734
532	0.02729017861
533	0.02722697895
534	0.02721031652
535	0.02715270235
536	0.02712259096
537	0.02708090682
538	0.02705026383
539	0.02700292593
540	0.0269528584
541	0.02691605004
542	0.02689011115
543	0.02685150394
544	0.02681379122
545	0.02676470463
546	0.02671704687
547	0.02668267317
548	0.0266364708
549	0.02659605464
550	0.0265589823
551	0.02651932719
552	0.02648174147
553	0.02645855537
554	0.02642845409
555	0.02637891077
556	0.02635431778
557	0.02632239235
558	0.02629683632
559	0.02626143973
560	0.02622734964
561	0.02618958043
562	0.0261485679
563	0.0261160695
564	0.02608808335
565	0.02606267698
566	0.02602919316
567	0.025988586
568	0.02594831695
569	0.0259260062
570	0.02588525129
571	0.02585045712
572	0.02580471344
573	0.02577529396
574	0.0257491011
575	0.02571318637
576	0.02566166277
577	0.02562668512
578	0.02559393255
579	0.02554847791
580	0.02550504355
581	0.02547596081
582	0.02546587357
583	0.02542579721
584	0.02537707058
585	0.0253398396
586	0.02531279681
587	0.02529167238
588	0.02525952565
589	0.02523566763
590	0.02520390498
591	0.02517366203
592	0.02513193533
593	0.02510003868
594	0.02507431515
595	0.02504959142
596	0.02501217777
597	0.02495557685
598	0.02492954784
599	0.02487773425
600	0.02484257707
601	0.02482487741
602	0.02479841402
603	0.0247611388
604	0.02472115869
605	0.02468183264
606	0.02465989044
607	0.02463444834
608	0.02460654149
609	0.02459480905
610	0.0245830078
611	0.02454787075
612	0.02450322701
613	0.02447052571
614	0.02443590332
615	0.02440702385
616	0.0243777546
617	0.02434525815
618	0.02431330994
619	0.02428326652
620	0.02423902539
621	0.02420840507
622	0.02417661112
623	0.02413998814
624	0.02411410443
625	0.02407153538
626	0.02404934216
627	0.02402163305
628	0.02398073229
629	0.02393948629
630	0.02389825701
631	0.02385891025
632	0.02382646448
633	0.02379833126
634	0.02377308321
635	0.02375178042
636	0.02373205675
637	0.02370283707
638	0.02367463808
639	0.02362551764
640	0.02359543586
641	0.02355854255
642	0.02353494784
643	0.02352099284
644	0.02349654981
645	0.02346897473
646	0.0234432469
647	0.02341642777
648	0.02339512823
649	0.02337084475
650	0.02332673398
651	0.02330741643
652	0.02328468919
653	0.02325765301
654	0.02321109586
655	0.02317189462
656	0.02312809369
657	0.02309306564
658	0.02306655204
659	0.02303450717
660	0.02300825219
661	0.02299270738
662	0.02296287051
663	0.02293699701
664	0.02290856103
665	0.02289106379
666	0.02285067352
667	0.02280924145
668	0.0227864119
669	0.02276632833
670	0.02274637824
671	0.02273304996
672	0.0227148704
673	0.02268458201
674	0.02265841499
675	0.02263209684
676	0.02260006586
677	0.02256628858
678	0.02254009065
679	0.02249800053
680	0.02246054849
681	0.02242912769
682	0.02239749454
683	0.02237270727
684	0.02235540328
685	0.02233910842
686	0.02232657469
687	0.02228607944
688	0.02226356151
689	0.02224909877
690	0.02222131299
691	0.02218986462
692	0.0221621103
693	0.0221413696
694	0.02212419308
695	0.02209423377
696	0.02207053755
697	0.02204459765
698	0.02201399113
699	0.02198770572
700	0.02196309697
701	0.0219333577
702	0.02192006172
703	0.02188805968
704	0.02185404383
705	0.02182326003
706	0.02178222695
707	0.0217619028
708	0.02173170111
709	0.02170521965
710	0.02167990311
711	0.02163662724
712	0.02161764561
713	0.02158993869
714	0.02157133427
715	0.02154288753
716	0.02151882939
717	0.02150699027
718	0.02147197907
719	0.02145467834
720	0.02142877434
721	0.02139595075
722	0.02137728741
723	0.02134992254
724	0.02131623183
725	0.02129724731
726	0.02126261507
727	0.02124516079
728	0.02122730022
729	0.02120403485
730	0.02117670584
731	0.02116503647
732	0.02113373745
733	0.02111618488
734	0.02109342364
735	0.02105331177
736	0.02102390705
737	0.02101221837
738	0.02098906034
739	0.02094919942
740	0.02092667784
741	0.02090189978
742	0.02088148681
743	0.02086651504
744	0.02084008646
745	0.02082097356
746	0.02078735724
747	0.02076742197
748	0.02075909026
749	0.02073505165
750	0.02070710522
751	0.02068838837
752	0.02067144361
753	0.02064540407
754	0.02062682539
755	0.0205997285
756	0.02057729098
757	0.02054620383
758	0.02051510775
759	0.0204903518
760	0.02045793466
761	0.02044086046
762	0.0204177538
763	0.02040136941
764	0.02036541807
765	0.02033502778
766	0.02030198101
767	0.0202769039
768	0.02025554952
769	0.02023276473
770	0.02020900736
771	0.02019112591
772	0.02017214746
773	0.02015248154
774	0.02013304049
775	0.02010059842
776	0.02007333556
777	0.02004474301
778	0.02001871623
779	0.0199967933
780	0.01997860647
781	0.01996226395
782	0.01992715497
783	0.01990192893
784	0.01988521065
785	0.01986338857
786	0.01982828404
787	0.01980552959
788	0.01978743449
789	0.01976568944
790	0.01974630521
791	0.01971150177
792	0.01968877527
793	0.01968036153
794	0.01965745743
795	0.01963684544
796	0.01961324644
797	0.01958818773
798	0.01956916683
799	0.01954353198
800	0.01951954022
801	0.01951171175
802	0.01948291823
803	0.01946309404
804	0.01942867503
805	0.01940438587
806	0.0193776611
807	0.01935803016
808	0.01932331748
809	0.0193035215
810	0.01928687235
811	0.01925711434
812	0.01924130034
813	0.01922073165
814	0.01919495204
815	0.01917248552
816	0.01915065329
817	0.01911683408
818	0.01909380366
819	0.01906809475
820	0.01905048286
821	0.01903057253
822	0.01901228313
823	0.01899774108
824	0.01898456207
825	0.0189591642
826	0.01893172478
827	0.01890328096
828	0.01888592459
829	0.01886296012
830	0.01884377982
831	0.01882544188
832	0.01879640285
833	0.01876256481
834	0.01874530833
835	0.01872697077
836	0.01869707169
837	0.01865894941
838	0.01863185553
839	0.01861279723
840	0.01859881042
841	0.01857463214
842	0.01856153681
843	0.01853892055
844	0.01851713879
845	0.01850538323
846	0.01848187569
847	0.01846221144
848	0.01844163631
849	0.01842840235
850	0.0184085988
851	0.01839010698
852	0.018383733
853	0.01835775614
854	0.01834170924
855	0.01831103272
856	0.01829655566
857	0.01828201194
858	0.0182595813
859	0.01823579897
860	0.01821689952
861	0.01819820951
862	0.01818451354
863	0.01816499226
864	0.01813732083
865	0.01811913295
866	0.0181101575
867	0.01808788088
868	0.01806813196
869	0.01805089209
870	0.01803450869
871	0.01801345015
872	0.01800491726
873	0.0179804824
874	0.01795061815
875	0.01793099993
876	0.01790669608
877	0.01789008525
878	0.01786815138
879	0.01785010036
880	0.01782903277
881	0.01781696318
882	0.01780541657
883	0.01778585084
884	0.01776116032
885	0.01773997228
886	0.01771776129
887	0.01770220687
888	0.01768038264
889	0.01766973551
890	0.01765421797
891	0.01764761964
892	0.01762519368
893	0.01760719935
894	0.01758638919
895	0.01757106957
896	0.01755602929
897	0.01753221821
898	0.01751183169
899	0.01748515409
900	0.01747093641
901	0.01745941783
902	0.01743832908
903	0.01741739598
904	0.01740218836
905	0.01739934505
906	0.01738371246
907	0.01737008507
908	0.0173436611
909	0.01732692346
910	0.01731264209
911	0.01730050855
912	0.01728414083
913	0.01725999453
914	0.01724405224
915	0.0172273617
916	0.0172218174
917	0.01720584218
918	0.01718788874
919	0.01716310364
920	0.01714283408
921	0.01712525696
922	0.01710081063
923	0.01708278353
924	0.01706055658
925	0.01703517574
926	0.01701735244
927	0.01700241396
928	0.0169975687
929	0.0169795402
930	0.01695936699
931	0.01693321934
932	0.01691822816
933	0.01690296863
934	0.01688706778
935	0.01686615754
936	0.01685149575
937	0.01683673635
938	0.01682255143
939	0.01680062354
940	0.01678670184
941	0.01675984969
942	0.01674655855
943	0.01673011264
944	0.01672183161
945	0.01670760789
946	0.0166937079
947	0.01667565719
948	0.01665707949
949	0.01664039317
950	0.01662155902
951	0.01660033862
952	0.01659312267
953	0.01657747008
954	0.01657321216
955	0.01656454031
956	0.0165481821
957	0.01653672437
958	0.01652655123
959	0.01650199673
960	0.01647843894
961	0.01646327643
962	0.01644442221
963	0.01643800912
964	0.01642314246
965	0.01640167746
966	0.0163814217
967	0.0163658101
968	0.0163471299
969	0.01632829012
970	0.01630913861
971	0.0162913984
972	0.01626679511
973	0.01624266169
974	0.01622638238
975	0.01620288488
976	0.01618631486
977	0.01615981922
978	0.01613669536
979	0.01612231611
980	0.0160976711
981	0.01608079111
982	0.01605749607
983	0.01602875249
984	0.01601102928
985	0.01598789901
986	0.01597544965
987	0.0159567832
988	0.01594087604
989	0.01592480794
990	0.01590672469
991	0.01588539011
992	0.0158702279
993	0.01585351129
994	0.01583367995
995	0.01582706053
996	0.01581498833
997	0.01579082928
998	0.01578483531
999	0.01576106543
