iter	Passed	Remaining
630	4563	2668
631	4569	2660
632	4575	2652
633	4581	2645
634	4588	2637
635	4594	2629
636	4600	2621
637	4606	2613
638	4613	2606
639	4619	2598
640	4626	2590
641	4632	2583
642	4638	2575
643	4644	2567
644	4650	2559
645	4658	2552
646	4665	2545
647	4671	2537
648	4678	2530
649	4686	2523
650	4693	2516
651	4699	2508
652	4706	2501
653	4713	2493
654	4719	2485
655	4727	2479
656	4738	2473
657	4745	2466
658	4750	2458
659	4759	2451
660	4765	2443
661	4770	2435
662	4777	2428
663	4783	2420
664	4793	2414
665	4799	2406
666	4810	2401
667	4815	2393
668	4821	2385
669	4830	2379
670	4836	2371
671	4844	2364
672	4850	2356
673	4856	2349
674	4863	2341
675	4869	2334
676	4877	2327
677	4884	2319
678	4891	2312
679	4898	2305
680	4905	2298
681	4912	2290
682	4918	2282
683	4927	2276
684	4932	2268
685	4940	2261
686	4946	2253
687	4953	2246
688	4960	2238
689	4967	2231
690	4974	2224
691	4979	2216
692	4986	2208
693	4993	2201
694	4999	2193
695	5006	2186
696	5012	2179
697	5020	2172
698	5027	2164
699	5033	2157
700	5040	2149
701	5046	2142
702	5052	2134
703	5060	2127
704	5067	2120
705	5074	2113
706	5082	2106
707	5090	2099
708	5096	2091
709	5103	2084
710	5110	2077
711	5119	2070
712	5125	2063
713	5136	2057
714	5143	2050
715	5150	2042
716	5158	2036
717	5165	2028
718	5175	2022
719	5182	2015
720	5190	2008
721	5196	2000
722	5203	1993
723	5211	1986
724	5218	1979
725	5225	1972
726	5232	1964
727	5240	1957
728	5248	1950
729	5254	1943
730	5260	1935
731	5267	1928
732	5275	1921
733	5283	1914
734	5289	1907
735	5297	1900
736	5304	1892
737	5311	1885
738	5318	1878
739	5325	1871
740	5333	1864
741	5340	1856
742	5349	1850
743	5355	1842
744	5363	1835
745	5369	1828
746	5376	1820
747	5382	1813
748	5388	1805
749	5395	1798
750	5402	1791
751	5411	1784
752	5419	1777
753	5425	1770
754	5432	1762
755	5438	1755
756	5446	1748
757	5452	1740
758	5458	1733
759	5465	1725
760	5471	1718
761	5479	1711
762	5485	1703
763	5495	1697
764	5502	1690
765	5509	1682
766	5516	1675
767	5524	1668
768	5530	1661
769	5536	1653
770	5544	1646
771	5551	1639
772	5559	1632
773	5565	1625
774	5573	1618
775	5580	1610
776	5586	1603
777	5595	1596
778	5601	1589
779	5610	1582
780	5616	1575
781	5624	1568
782	5631	1560
783	5638	1553
784	5645	1546
785	5652	1538
786	5660	1531
787	5666	1524
788	5674	1517
789	5681	1510
790	5691	1503
791	5697	1496
792	5705	1489
793	5711	1481
794	5718	1474
795	5725	1467
796	5732	1460
797	5741	1453
798	5748	1446
799	5757	1439
800	5763	1431
801	5770	1424
802	5776	1417
803	5783	1409
804	5789	1402
805	5796	1395
806	5804	1388
807	5810	1380
808	5819	1373
809	5825	1366
810	5832	1359
811	5840	1352
812	5846	1344
813	5853	1337
814	5859	1330
815	5866	1322
816	5874	1315
817	5881	1308
818	5889	1301
819	5896	1294
820	5904	1287
821	5911	1280
822	5918	1272
823	5926	1265
824	5933	1258
825	5941	1251
826	5949	1244
827	5956	1237
828	5965	1230
829	5972	1223
830	5979	1216
831	5987	1208
832	5994	1201
833	6004	1195
834	6012	1188
835	6019	1180
836	6025	1173
837	6032	1166
838	6039	1159
839	6046	1151
840	6053	1144
841	6060	1137
842	6069	1130
843	6075	1123
844	6082	1115
845	6090	1108
846	6098	1101
847	6105	1094
848	6113	1087
849	6121	1080
850	6127	1072
851	6134	1065
852	6140	1058
853	6146	1050
854	6153	1043
855	6161	1036
856	6167	1029
857	6173	1021
858	6181	1014
859	6187	1007
860	6195	1000
861	6202	992
862	6209	985
863	6216	978
864	6223	971
865	6230	964
866	6237	956
867	6250	950
868	6260	943
869	6266	936
870	6274	929
871	6282	922
872	6287	914
873	6296	907
874	6302	900
875	6309	893
876	6315	885
877	6321	878
878	6328	871
879	6334	863
880	6342	856
881	6348	849
882	6356	842
883	6363	835
884	6369	827
885	6376	820
886	6383	813
887	6389	805
888	6396	798
889	6402	791
890	6409	784
891	6415	776
892	6421	769
893	6429	762
894	6435	754
895	6443	747
896	6449	740
897	6455	733
898	6463	726
899	6469	718
900	6477	711
901	6484	704
902	6491	697
903	6498	690
904	6504	682
905	6511	675
906	6518	668
907	6524	661
908	6531	653
909	6537	646
910	6544	639
911	6550	632
912	6556	624
913	6565	617
914	6572	610
915	6579	603
916	6586	596
917	6595	589
918	6603	582
919	6609	574
920	6616	567
921	6624	560
922	6629	553
923	6636	545
924	6643	538
925	6649	531
926	6655	524
927	6661	516
928	6667	509
929	6674	502
930	6681	495
931	6687	487
932	6693	480
933	6699	473
934	6704	466
935	6711	458
936	6717	451
937	6723	444
938	6733	437
939	6740	430
940	6746	423
941	6754	415
942	6759	408
943	6770	401
944	6776	394
945	6787	387
946	6793	380
947	6800	373
948	6806	365
949	6815	358
950	6822	351
951	6830	344
952	6837	337
953	6842	329
954	6848	322
955	6855	315
956	6860	308
957	6867	301
958	6873	293
959	6880	286
960	6887	279
961	6893	272
962	6901	265
963	6905	257
964	6918	250
965	6923	243
966	6930	236
967	6937	229
968	6942	222
969	6950	214
970	6955	207
971	6962	200
972	6968	193
973	6978	186
974	6985	179
975	6990	171
976	7000	164
977	7006	157
978	7012	150
979	7018	143
980	7029	136
981	7034	128
982	7042	121
983	7049	114
984	7055	107
985	7062	100
986	7068	93
987	7077	85
988	7084	78
989	7094	71
990	7100	64
991	7107	57
992	7113	50
993	7119	42
994	7126	35
995	7132	28
996	7138	21
997	7145	14
998	7151	7
999	7162	0
